date,store_id,product_id,units_demanded,units_sold,units_received,units_in_stock_eod,stockout_flag,promotion_flag
2025-07-01,S01,P009,8,8,0,10,0,0
2025-07-02,S01,P009,9,9,0,1,0,0
2025-07-03,S01,P009,10,10,119,110,0,0
2025-07-04,S01,P009,8,8,0,102,0,0
2025-07-05,S01,P009,11,11,0,91,0,0
2025-07-06,S01,P009,8,8,0,83,0,0
2025-07-07,S01,P009,5,5,0,78,0,0
2025-07-08,S01,P009,6,6,0,72,0,0
2025-07-09,S01,P009,8,8,0,64,0,0
2025-07-10,S01,P009,12,12,0,52,0,0
2025-07-11,S01,P009,18,18,0,34,0,0
2025-07-12,S01,P009,12,12,0,22,0,0
2025-07-13,S01,P009,10,10,0,12,0,0
2025-07-14,S01,P009,11,11,0,1,0,0
2025-07-15,S01,P009,6,1,0,0,1,0
2025-07-16,S01,P009,5,5,119,114,0,0
2025-07-17,S01,P009,13,13,0,101,0,0
2025-07-18,S01,P009,11,11,0,90,0,0
2025-07-19,S01,P009,14,14,0,76,0,0
2025-07-20,S01,P009,13,13,0,63,0,0
2025-07-21,S01,P009,8,8,0,55,0,0
2025-07-22,S01,P009,6,6,0,49,0,0
2025-07-23,S01,P009,15,15,0,34,0,0
2025-07-24,S01,P009,9,9,0,25,0,0
2025-07-25,S01,P009,16,16,0,9,0,0
2025-07-26,S01,P009,15,9,0,0,1,0
2025-07-27,S01,P009,14,14,119,105,0,0
2025-07-28,S01,P009,9,9,0,96,0,0
2025-07-29,S01,P009,11,11,0,85,0,0
2025-07-30,S01,P009,14,14,0,71,0,0
2025-07-31,S01,P009,6,6,0,65,0,0
2025-08-01,S01,P009,8,8,0,57,0,0
2025-08-02,S01,P009,20,20,0,37,0,0
2025-08-03,S01,P009,11,11,0,26,0,0
2025-08-04,S01,P009,14,14,0,12,0,0
2025-08-05,S01,P009,10,10,0,2,0,0
2025-08-06,S01,P009,14,2,0,0,1,0
2025-08-07,S01,P009,13,13,119,106,0,0
2025-08-08,S01,P009,11,11,0,95,0,0
2025-08-09,S01,P009,5,5,0,90,0,0
2025-08-10,S01,P009,18,18,0,72,0,1
2025-08-11,S01,P009,4,4,0,68,0,0
2025-08-12,S01,P009,11,11,0,57,0,0
2025-08-13,S01,P009,8,8,0,49,0,0
2025-08-14,S01,P009,9,9,0,40,0,0
2025-08-15,S01,P009,9,9,0,31,0,0
2025-08-16,S01,P009,11,11,0,20,0,0
2025-08-17,S01,P009,16,16,0,4,0,0
2025-08-18,S01,P009,8,8,119,115,0,0
2025-08-19,S01,P009,11,11,0,104,0,0
2025-08-20,S01,P009,12,12,0,92,0,0
2025-08-21,S01,P009,12,12,0,80,0,0
2025-08-22,S01,P009,18,18,0,62,0,0
2025-08-23,S01,P009,17,17,0,45,0,0
2025-08-24,S01,P009,17,17,0,28,0,1
2025-08-25,S01,P009,11,11,0,17,0,0
2025-08-26,S01,P009,11,11,0,6,0,0
2025-08-27,S01,P009,12,6,0,0,1,0
2025-08-28,S01,P009,12,12,119,107,0,0
2025-08-29,S01,P009,15,15,0,92,0,0
2025-08-30,S01,P009,22,22,0,70,0,0
2025-08-31,S01,P009,12,12,0,58,0,0
2025-09-01,S01,P009,7,7,0,51,0,0
2025-09-02,S01,P009,6,6,0,45,0,0
2025-09-03,S01,P009,11,11,0,34,0,0
2025-09-04,S01,P009,14,14,0,20,0,1
2025-09-05,S01,P009,8,8,0,12,0,0
2025-09-06,S01,P009,10,10,119,121,0,0
2025-09-07,S01,P009,20,20,0,101,0,1
2025-09-08,S01,P009,9,9,0,92,0,0
2025-09-09,S01,P009,9,9,0,83,0,0
2025-09-10,S01,P009,13,13,0,70,0,0
2025-09-11,S01,P009,14,14,0,56,0,0
2025-09-12,S01,P009,15,15,0,41,0,0
2025-09-13,S01,P009,16,16,0,25,0,0
2025-09-14,S01,P009,8,8,0,17,0,0
2025-09-15,S01,P009,15,15,0,2,0,0
2025-09-16,S01,P009,7,2,0,0,1,0
2025-09-17,S01,P009,18,18,119,101,0,1
2025-09-18,S01,P009,11,11,0,90,0,0
2025-09-19,S01,P009,12,12,0,78,0,0
2025-09-20,S01,P009,16,16,0,62,0,0
2025-09-21,S01,P009,11,11,0,51,0,0
2025-09-22,S01,P009,12,12,0,39,0,0
2025-09-23,S01,P009,7,7,0,32,0,0
2025-09-24,S01,P009,8,8,0,24,0,0
2025-09-25,S01,P009,16,16,0,8,0,0
2025-09-26,S01,P009,9,9,119,118,0,0
2025-09-27,S01,P009,21,21,0,97,0,0
2025-09-28,S01,P009,11,11,0,86,0,0
2025-09-29,S01,P009,11,11,0,75,0,0
2025-09-30,S01,P009,12,12,0,63,0,0
2025-10-01,S01,P009,10,10,0,53,0,0
2025-10-02,S01,P009,6,6,0,47,0,0
2025-10-03,S01,P009,13,13,0,34,0,0
2025-10-04,S01,P009,19,19,0,15,0,0
2025-10-05,S01,P009,12,12,0,3,0,0
2025-10-06,S01,P009,15,3,0,0,1,1
2025-10-07,S01,P009,12,12,119,107,0,0
2025-10-08,S01,P009,9,9,0,98,0,0
2025-10-09,S01,P009,12,12,0,86,0,0
2025-10-10,S01,P009,13,13,0,73,0,0
2025-10-11,S01,P009,11,11,0,62,0,0
2025-10-12,S01,P009,14,14,0,48,0,0
2025-10-13,S01,P009,5,5,0,43,0,0
2025-10-14,S01,P009,12,12,0,31,0,0
2025-10-15,S01,P009,8,8,0,23,0,0
2025-10-16,S01,P009,11,11,0,12,0,0
2025-10-17,S01,P009,10,10,119,121,0,0
2025-10-18,S01,P009,13,13,0,108,0,0
2025-10-19,S01,P009,13,13,0,95,0,0
2025-10-20,S01,P009,6,6,0,89,0,0
2025-10-21,S01,P009,12,12,0,77,0,0
2025-10-22,S01,P009,6,6,0,71,0,0
2025-10-23,S01,P009,12,12,0,59,0,0
2025-10-24,S01,P009,7,7,0,52,0,0
2025-10-25,S01,P009,19,19,0,33,0,0
2025-10-26,S01,P009,11,11,0,22,0,0
2025-10-27,S01,P009,7,7,0,15,0,0
2025-10-28,S01,P009,4,4,0,11,0,0
2025-10-29,S01,P009,15,11,0,0,1,0
2025-10-30,S01,P009,9,9,119,110,0,0
2025-10-31,S01,P009,16,16,0,94,0,0
2025-11-01,S01,P009,22,22,0,72,0,0
2025-11-02,S01,P009,17,17,0,55,0,0
2025-11-03,S01,P009,10,10,0,45,0,0
2025-11-04,S01,P009,12,12,0,33,0,0
2025-11-05,S01,P009,17,17,0,16,0,0
2025-11-06,S01,P009,17,16,0,0,1,0
2025-11-07,S01,P009,23,0,0,0,1,0
2025-11-08,S01,P009,14,14,119,105,0,0
2025-11-09,S01,P009,18,18,0,87,0,0
2025-11-10,S01,P009,13,13,0,74,0,0
2025-11-11,S01,P009,14,14,0,60,0,0
2025-11-12,S01,P009,13,13,0,47,0,0
2025-11-13,S01,P009,21,21,0,26,0,0
2025-11-14,S01,P009,18,18,0,8,0,0
2025-11-15,S01,P009,23,8,0,0,1,0
2025-11-16,S01,P009,19,0,0,0,1,0
2025-11-17,S01,P009,11,11,119,108,0,0
2025-11-18,S01,P009,12,12,0,96,0,0
2025-11-19,S01,P009,19,19,0,77,0,0
2025-11-20,S01,P009,12,12,0,65,0,0
2025-11-21,S01,P009,24,24,0,41,0,1
2025-11-22,S01,P009,20,20,0,21,0,0
2025-11-23,S01,P009,20,20,0,1,0,0
2025-11-24,S01,P009,16,1,0,0,1,0
2025-11-25,S01,P009,21,0,0,0,1,0
2025-11-26,S01,P009,10,10,119,109,0,0
2025-11-27,S01,P009,16,16,0,93,0,0
2025-11-28,S01,P009,20,20,0,73,0,0
2025-11-29,S01,P009,22,22,0,51,0,0
2025-11-30,S01,P009,14,14,0,37,0,0
2025-12-01,S01,P009,9,9,0,28,0,0
2025-12-02,S01,P009,9,9,0,19,0,0
2025-12-03,S01,P009,15,15,0,4,0,0
2025-12-04,S01,P009,21,21,119,102,0,1
2025-12-05,S01,P009,14,14,0,88,0,1
2025-12-06,S01,P009,15,15,0,73,0,0
2025-12-07,S01,P009,28,28,0,45,0,1
2025-12-08,S01,P009,12,12,0,33,0,0
2025-12-09,S01,P009,15,15,0,18,0,0
2025-12-10,S01,P009,8,8,0,10,0,0
2025-12-11,S01,P009,15,10,0,0,1,0
2025-12-12,S01,P009,14,14,119,105,0,0
2025-12-13,S01,P009,18,18,0,87,0,0
2025-12-14,S01,P009,15,15,0,72,0,0
2025-12-15,S01,P009,14,14,0,58,0,0
2025-12-16,S01,P009,22,22,0,36,0,1
2025-12-17,S01,P009,13,13,0,23,0,0
2025-12-18,S01,P009,12,12,0,11,0,0
2025-12-19,S01,P009,17,11,0,0,1,0
2025-12-20,S01,P009,21,0,0,0,1,0
2025-12-21,S01,P009,21,21,119,98,0,0
2025-12-22,S01,P009,16,16,0,82,0,0
2025-12-23,S01,P009,11,11,0,71,0,0
2025-12-24,S01,P009,12,12,0,59,0,0
2025-12-25,S01,P009,18,18,0,41,0,1
2025-12-26,S01,P009,17,17,0,24,0,0
2025-12-27,S01,P009,21,21,0,3,0,0
2025-12-28,S01,P009,34,3,0,0,1,1
2025-12-29,S01,P009,18,0,0,0,1,0
2025-12-30,S01,P009,20,20,119,99,0,0
2025-12-31,S01,P009,12,12,0,87,0,0
2025-01-01,S01,P010,14,14,0,182,0,0
2025-01-02,S01,P010,11,11,0,171,0,0
2025-01-03,S01,P010,28,28,0,143,0,1
2025-01-04,S01,P010,13,13,0,130,0,0
2025-01-05,S01,P010,9,9,0,121,0,0
2025-01-06,S01,P010,10,10,0,111,0,0
2025-01-07,S01,P010,9,9,0,102,0,0
2025-01-08,S01,P010,14,14,0,88,0,0
2025-01-09,S01,P010,8,8,0,80,0,0
2025-01-10,S01,P010,17,17,0,63,0,0
2025-01-11,S01,P010,16,16,0,47,0,0
2025-01-12,S01,P010,14,14,0,33,0,0
2025-01-13,S01,P010,18,18,0,15,0,0
2025-01-14,S01,P010,13,13,131,133,0,0
2025-01-15,S01,P010,16,16,0,117,0,0
2025-01-16,S01,P010,20,20,0,97,0,1
2025-01-17,S01,P010,10,10,0,87,0,0
2025-01-18,S01,P010,14,14,0,73,0,0
2025-01-19,S01,P010,15,15,0,58,0,0
2025-01-20,S01,P010,14,14,0,44,0,0
2025-01-21,S01,P010,7,7,0,37,0,0
2025-01-22,S01,P010,13,13,0,24,0,0
2025-01-23,S01,P010,15,15,131,140,0,0
2025-01-24,S01,P010,15,15,0,125,0,0
2025-01-25,S01,P010,19,19,0,106,0,0
2025-01-26,S01,P010,11,11,0,95,0,0
2025-01-27,S01,P010,10,10,0,85,0,0
2025-01-28,S01,P010,13,13,0,72,0,0
2025-01-29,S01,P010,15,15,0,57,0,0
2025-01-30,S01,P010,13,13,0,44,0,0
2025-01-31,S01,P010,19,19,0,25,0,0
2025-02-01,S01,P010,13,13,0,12,0,0
2025-02-02,S01,P010,14,14,131,129,0,0
2025-02-03,S01,P010,8,8,0,121,0,0
2025-02-04,S01,P010,10,10,0,111,0,0
2025-02-05,S01,P010,7,7,0,104,0,0
2025-02-06,S01,P010,10,10,0,94,0,0
2025-02-07,S01,P010,10,10,0,84,0,0
2025-02-08,S01,P010,24,24,0,60,0,1
2025-02-09,S01,P010,10,10,0,50,0,0
2025-02-10,S01,P010,12,12,0,38,0,0
2025-02-11,S01,P010,11,11,0,27,0,0
2025-02-12,S01,P010,8,8,131,150,0,0
2025-02-13,S01,P010,14,14,0,136,0,0
2025-02-14,S01,P010,18,18,0,118,0,0
2025-02-15,S01,P010,16,16,0,102,0,0
2025-02-16,S01,P010,10,10,0,92,0,0
2025-02-17,S01,P010,14,14,0,78,0,0
2025-02-18,S01,P010,13,13,0,65,0,0
2025-02-19,S01,P010,6,6,0,59,0,0
2025-02-20,S01,P010,12,12,0,47,0,0
2025-02-21,S01,P010,16,16,0,31,0,0
2025-02-22,S01,P010,13,13,0,18,0,0
2025-02-23,S01,P010,10,10,131,139,0,0
2025-02-24,S01,P010,11,11,0,128,0,0
2025-02-25,S01,P010,8,8,0,120,0,0
2025-02-26,S01,P010,14,14,0,106,0,1
2025-02-27,S01,P010,11,11,0,95,0,0
2025-02-28,S01,P010,13,13,0,82,0,0
2025-03-01,S01,P010,8,8,0,74,0,0
2025-03-02,S01,P010,21,21,0,53,0,0
2025-03-03,S01,P010,10,10,0,43,0,0
2025-03-04,S01,P010,8,8,0,35,0,0
2025-03-05,S01,P010,8,8,131,158,0,0
2025-03-06,S01,P010,6,6,0,152,0,0
2025-03-07,S01,P010,11,11,0,141,0,0
2025-03-08,S01,P010,11,11,0,130,0,0
2025-03-09,S01,P010,12,12,0,118,0,0
2025-03-10,S01,P010,10,10,0,108,0,0
2025-03-11,S01,P010,15,15,0,93,0,0
2025-03-12,S01,P010,8,8,0,85,0,0
2025-03-13,S01,P010,11,11,0,74,0,0
2025-03-14,S01,P010,9,9,0,65,0,0
2025-03-15,S01,P010,15,15,0,50,0,0
2025-03-16,S01,P010,13,13,0,37,0,0
2025-03-17,S01,P010,17,17,0,20,0,0
2025-03-18,S01,P010,2,2,131,149,0,0
2025-03-19,S01,P010,16,16,0,133,0,0
2025-03-20,S01,P010,8,8,0,125,0,0
2025-03-21,S01,P010,15,15,0,110,0,0
2025-03-22,S01,P010,21,21,0,89,0,0
2025-03-23,S01,P010,13,13,0,76,0,0
2025-03-24,S01,P010,10,10,0,66,0,0
2025-03-25,S01,P010,12,12,0,54,0,0
2025-03-26,S01,P010,8,8,0,46,0,0
2025-03-27,S01,P010,14,14,0,32,0,1
2025-03-28,S01,P010,6,6,131,157,0,0
2025-03-29,S01,P010,18,18,0,139,0,0
2025-03-30,S01,P010,18,18,0,121,0,0
2025-03-31,S01,P010,18,18,0,103,0,1
2025-04-01,S01,P010,8,8,0,95,0,0
2025-04-02,S01,P010,19,19,0,76,0,0
2025-04-03,S01,P010,15,15,0,61,0,0
2025-04-04,S01,P010,10,10,0,51,0,0
2025-04-05,S01,P010,13,13,0,38,0,0
2025-04-06,S01,P010,15,15,0,23,0,0
2025-04-07,S01,P010,18,18,131,136,0,0
2025-04-08,S01,P010,9,9,0,127,0,0
2025-04-09,S01,P010,14,14,0,113,0,0
2025-04-10,S01,P010,8,8,0,105,0,0
2025-04-11,S01,P010,12,12,0,93,0,0
2025-04-12,S01,P010,15,15,0,78,0,0
2025-04-13,S01,P010,11,11,0,67,0,0
2025-04-14,S01,P010,13,13,0,54,0,0
2025-04-15,S01,P010,14,14,0,40,0,0
2025-04-16,S01,P010,9,9,0,31,0,0
2025-04-17,S01,P010,5,5,131,157,0,0
2025-04-18,S01,P010,11,11,0,146,0,0
2025-04-19,S01,P010,18,18,0,128,0,0
2025-04-20,S01,P010,7,7,0,121,0,0
2025-04-21,S01,P010,10,10,0,111,0,0
2025-04-22,S01,P010,16,16,0,95,0,0
2025-04-23,S01,P010,7,7,0,88,0,0
2025-04-24,S01,P010,12,12,0,76,0,0
2025-04-25,S01,P010,14,14,0,62,0,0
2025-04-26,S01,P010,11,11,0,51,0,0
2025-04-27,S01,P010,14,14,0,37,0,0
2025-04-28,S01,P010,12,12,0,25,0,0
2025-04-29,S01,P010,7,7,131,149,0,0
2025-04-30,S01,P010,16,16,0,133,0,0
2025-05-01,S01,P010,15,15,0,118,0,0
2025-05-02,S01,P010,12,12,0,106,0,0
2025-05-03,S01,P010,23,23,0,83,0,0
2025-05-04,S01,P010,21,21,0,62,0,0
2025-05-05,S01,P010,9,9,0,53,0,0
2025-05-06,S01,P010,18,18,0,35,0,0
2025-05-07,S01,P010,12,12,0,23,0,0
2025-05-08,S01,P010,10,10,131,144,0,0
2025-05-09,S01,P010,10,10,0,134,0,0
2025-05-10,S01,P010,22,22,0,112,0,0
2025-05-11,S01,P010,14,14,0,98,0,0
2025-05-12,S01,P010,15,15,0,83,0,0
2025-05-13,S01,P010,11,11,0,72,0,0
2025-05-14,S01,P010,14,14,0,58,0,0
2025-05-15,S01,P010,13,13,0,45,0,0
2025-05-16,S01,P010,8,8,0,37,0,0
2025-05-17,S01,P010,25,25,0,12,0,1
2025-05-18,S01,P010,12,12,131,131,0,0
2025-05-19,S01,P010,6,6,0,125,0,0
2025-05-20,S01,P010,14,14,0,111,0,0
2025-05-21,S01,P010,14,14,0,97,0,0
2025-05-22,S01,P010,5,5,0,92,0,0
2025-05-23,S01,P010,10,10,0,82,0,0
2025-05-24,S01,P010,17,17,0,65,0,0
2025-05-25,S01,P010,12,12,0,53,0,0
2025-05-26,S01,P010,8,8,0,45,0,0
2025-05-27,S01,P010,14,14,0,31,0,0
2025-05-28,S01,P010,14,14,131,148,0,0
2025-05-29,S01,P010,20,20,0,128,0,1
2025-05-30,S01,P010,7,7,0,121,0,0
2025-05-31,S01,P010,10,10,0,111,0,0
2025-06-01,S01,P010,9,9,0,102,0,0
2025-06-02,S01,P010,19,19,0,83,0,1
2025-06-03,S01,P010,9,9,0,74,0,0
2025-06-04,S01,P010,11,11,0,63,0,0
2025-06-05,S01,P010,5,5,0,58,0,0
2025-06-06,S01,P010,27,27,0,31,0,1
2025-06-07,S01,P010,12,12,0,19,0,0
2025-06-08,S01,P010,11,11,0,8,0,0
2025-06-09,S01,P010,7,7,131,132,0,0
2025-06-10,S01,P010,8,8,0,124,0,0
2025-06-11,S01,P010,7,7,0,117,0,0
2025-06-12,S01,P010,12,12,0,105,0,0
2025-06-13,S01,P010,17,17,0,88,0,0
2025-06-14,S01,P010,15,15,0,73,0,0
2025-06-15,S01,P010,16,16,0,57,0,0
2025-06-16,S01,P010,14,14,0,43,0,0
2025-06-17,S01,P010,12,12,0,31,0,0
2025-06-18,S01,P010,8,8,0,23,0,0
2025-06-19,S01,P010,13,13,131,141,0,0
2025-06-20,S01,P010,7,7,0,134,0,0
2025-06-21,S01,P010,14,14,0,120,0,0
2025-06-22,S01,P010,18,18,0,102,0,1
2025-06-23,S01,P010,13,13,0,89,0,0
2025-06-24,S01,P010,14,14,0,75,0,0
2025-06-25,S01,P010,22,22,0,53,0,1
2025-06-26,S01,P010,9,9,0,44,0,0
2025-06-27,S01,P010,16,16,0,28,0,0
2025-06-28,S01,P010,15,15,131,144,0,0
2025-06-29,S01,P010,9,9,0,135,0,0
2025-06-30,S01,P010,6,6,0,129,0,0
2025-07-01,S01,P010,14,14,0,115,0,0
2025-07-02,S01,P010,12,12,0,103,0,0
2025-07-03,S01,P010,15,15,0,88,0,0
2025-07-04,S01,P010,5,5,0,83,0,0
2025-07-05,S01,P010,24,24,0,59,0,1
2025-07-06,S01,P010,16,16,0,43,0,0
2025-07-07,S01,P010,15,15,0,28,0,1
2025-07-08,S01,P010,12,12,0,16,0,0
2025-07-09,S01,P010,13,13,131,134,0,0
2025-07-10,S01,P010,7,7,0,127,0,0
2025-07-11,S01,P010,16,16,0,111,0,0
2025-07-12,S01,P010,13,13,0,98,0,0
2025-07-13,S01,P010,12,12,0,86,0,0
2025-07-14,S01,P010,11,11,0,75,0,0
2025-07-15,S01,P010,12,12,0,63,0,0
2025-07-16,S01,P010,9,9,0,54,0,0
2025-07-17,S01,P010,13,13,0,41,0,0
2025-07-18,S01,P010,6,6,0,35,0,0
2025-07-19,S01,P010,21,21,131,145,0,0
2025-07-20,S01,P010,16,16,0,129,0,0
2025-07-21,S01,P010,8,8,0,121,0,0
2025-07-22,S01,P010,10,10,0,111,0,1
2025-07-23,S01,P010,14,14,0,97,0,0
2025-07-24,S01,P010,8,8,0,89,0,0
2025-07-25,S01,P010,14,14,0,75,0,0
2025-07-26,S01,P010,20,20,0,55,0,0
2025-07-27,S01,P010,15,15,0,40,0,0
2025-07-28,S01,P010,24,24,0,16,0,1
2025-07-29,S01,P010,6,6,131,141,0,0
2025-07-30,S01,P010,15,15,0,126,0,0
2025-07-31,S01,P010,10,10,0,116,0,0
2025-08-01,S01,P010,16,16,0,100,0,0
2025-08-02,S01,P010,16,16,0,84,0,0
2025-08-03,S01,P010,13,13,0,71,0,0
2025-08-04,S01,P010,12,12,0,59,0,0
2025-08-05,S01,P010,13,13,0,46,0,0
2025-08-06,S01,P010,6,6,0,40,0,0
2025-08-07,S01,P010,11,11,0,29,0,0
2025-08-08,S01,P010,15,15,131,145,0,0
2025-08-09,S01,P010,18,18,0,127,0,0
2025-08-10,S01,P010,14,14,0,113,0,0
2025-08-11,S01,P010,11,11,0,102,0,0
2025-08-12,S01,P010,13,13,0,89,0,0
2025-08-13,S01,P010,17,17,0,72,0,0
2025-08-14,S01,P010,10,10,0,62,0,0
2025-08-15,S01,P010,17,17,0,45,0,0
2025-08-16,S01,P010,13,13,0,32,0,0
2025-08-17,S01,P010,18,18,0,14,0,0
2025-08-18,S01,P010,8,8,131,137,0,0
2025-08-19,S01,P010,10,10,0,127,0,0
2025-08-20,S01,P010,6,6,0,121,0,0
2025-08-21,S01,P010,4,4,0,117,0,0
2025-08-22,S01,P010,6,6,0,111,0,0
2025-08-23,S01,P010,23,23,0,88,0,0
2025-08-24,S01,P010,17,17,0,71,0,0
2025-08-25,S01,P010,6,6,0,65,0,0
2025-08-26,S01,P010,5,5,0,60,0,0
2025-08-27,S01,P010,9,9,0,51,0,0
2025-08-28,S01,P010,14,14,0,37,0,0
2025-08-29,S01,P010,9,9,0,28,0,0
2025-08-30,S01,P010,8,8,131,151,0,0
2025-08-31,S01,P010,12,12,0,139,0,0
2025-09-01,S01,P010,14,14,0,125,0,0
2025-09-02,S01,P010,11,11,0,114,0,0
2025-09-03,S01,P010,4,4,0,110,0,0
2025-09-04,S01,P010,14,14,0,96,0,0
2025-09-05,S01,P010,16,16,0,80,0,0
2025-09-06,S01,P010,12,12,0,68,0,0
2025-09-07,S01,P010,14,14,0,54,0,0
2025-09-08,S01,P010,10,10,0,44,0,0
2025-09-09,S01,P010,10,10,0,34,0,0
2025-09-10,S01,P010,10,10,131,155,0,0
2025-09-11,S01,P010,6,6,0,149,0,0
2025-09-12,S01,P010,10,10,0,139,0,0
2025-09-13,S01,P010,16,16,0,123,0,0
2025-09-14,S01,P010,7,7,0,116,0,0
2025-09-15,S01,P010,15,15,0,101,0,0
2025-09-16,S01,P010,15,15,0,86,0,0
2025-09-17,S01,P010,8,8,0,78,0,0
2025-09-18,S01,P010,11,11,0,67,0,0
2025-09-19,S01,P010,6,6,0,61,0,0
2025-09-20,S01,P010,28,28,0,33,0,0
2025-09-21,S01,P010,20,20,0,13,0,0
2025-09-22,S01,P010,14,13,0,0,1,0
2025-09-23,S01,P010,19,19,131,112,0,0
2025-09-24,S01,P010,6,6,0,106,0,0
2025-09-25,S01,P010,13,13,0,93,0,0
2025-09-26,S01,P010,17,17,0,76,0,0
2025-09-27,S01,P010,17,17,0,59,0,0
2025-09-28,S01,P010,19,19,0,40,0,0
2025-09-29,S01,P010,18,18,0,22,0,0
2025-09-30,S01,P010,10,10,0,12,0,0
2025-10-01,S01,P010,6,6,131,137,0,0
2025-10-02,S01,P010,22,22,0,115,0,0
2025-10-03,S01,P010,10,10,0,105,0,0
2025-10-04,S01,P010,21,21,0,84,0,1
2025-10-05,S01,P010,15,15,0,69,0,0
2025-10-06,S01,P010,9,9,0,60,0,0
2025-10-07,S01,P010,8,8,0,52,0,0
2025-10-08,S01,P010,16,16,0,36,0,0
2025-10-09,S01,P010,12,12,0,24,0,0
2025-10-10,S01,P010,10,10,131,145,0,0
2025-10-11,S01,P010,17,17,0,128,0,0
2025-10-12,S01,P010,19,19,0,109,0,0
2025-10-13,S01,P010,9,9,0,100,0,0
2025-10-14,S01,P010,13,13,0,87,0,0
2025-10-15,S01,P010,16,16,0,71,0,1
2025-10-16,S01,P010,10,10,0,61,0,0
2025-10-17,S01,P010,18,18,0,43,0,0
2025-10-18,S01,P010,15,15,0,28,0,0
2025-10-19,S01,P010,10,10,0,18,0,0
2025-10-20,S01,P010,11,11,131,138,0,0
2025-10-21,S01,P010,12,12,0,126,0,0
2025-10-22,S01,P010,20,20,0,106,0,0
2025-10-23,S01,P010,19,19,0,87,0,0
2025-10-24,S01,P010,15,15,0,72,0,0
2025-10-25,S01,P010,9,9,0,63,0,0
2025-10-26,S01,P010,10,10,0,53,0,0
2025-10-27,S01,P010,7,7,0,46,0,0
2025-10-28,S01,P010,17,17,0,29,0,0
2025-10-29,S01,P010,8,8,131,152,0,0
2025-10-30,S01,P010,5,5,0,147,0,0
2025-10-31,S01,P010,9,9,0,138,0,0
2025-11-01,S01,P010,19,19,0,119,0,0
2025-11-02,S01,P010,32,32,0,87,0,1
2025-11-03,S01,P010,12,12,0,75,0,0
2025-11-04,S01,P010,21,21,0,54,0,0
2025-11-05,S01,P010,11,11,0,43,0,0
2025-11-06,S01,P010,20,20,0,23,0,0
2025-11-07,S01,P010,15,15,131,139,0,0
2025-11-08,S01,P010,20,20,0,119,0,0
2025-11-09,S01,P010,18,18,0,101,0,0
2025-11-10,S01,P010,13,13,0,88,0,1
2025-11-11,S01,P010,17,17,0,71,0,0
2025-11-12,S01,P010,16,16,0,55,0,0
2025-11-13,S01,P010,16,16,0,39,0,0
2025-11-14,S01,P010,13,13,0,26,0,0
2025-11-15,S01,P010,38,38,131,119,0,1
2025-11-16,S01,P010,24,24,0,95,0,0
2025-11-17,S01,P010,15,15,0,80,0,0
2025-11-18,S01,P010,14,14,0,66,0,0
2025-11-19,S01,P010,18,18,0,48,0,0
2025-11-20,S01,P010,22,22,0,26,0,1
2025-11-21,S01,P010,27,26,0,0,1,1
2025-11-22,S01,P010,15,15,131,116,0,0
2025-11-23,S01,P010,14,14,0,102,0,0
2025-11-24,S01,P010,5,5,0,97,0,0
2025-11-25,S01,P010,12,12,0,85,0,0
2025-11-26,S01,P010,14,14,0,71,0,0
2025-11-27,S01,P010,15,15,0,56,0,0
2025-11-28,S01,P010,18,18,0,38,0,0
2025-11-29,S01,P010,18,18,0,20,0,0
2025-11-30,S01,P010,20,20,131,131,0,0
2025-12-01,S01,P010,11,11,0,120,0,0
2025-12-02,S01,P010,19,19,0,101,0,0
2025-12-03,S01,P010,16,16,0,85,0,0
2025-12-04,S01,P010,16,16,0,69,0,0
2025-12-05,S01,P010,41,41,0,28,0,1
2025-12-06,S01,P010,19,19,0,9,0,0
2025-12-07,S01,P010,21,9,0,0,1,0
2025-12-08,S01,P010,10,10,131,121,0,0
2025-12-09,S01,P010,14,14,0,107,0,0
2025-12-10,S01,P010,28,28,0,79,0,1
2025-12-11,S01,P010,14,14,0,65,0,0
2025-12-12,S01,P010,18,18,0,47,0,0
2025-12-13,S01,P010,19,19,0,28,0,0
2025-12-14,S01,P010,17,17,0,11,0,0
2025-12-15,S01,P010,24,24,131,118,0,0
2025-12-16,S01,P010,16,16,0,102,0,0
2025-12-17,S01,P010,16,16,0,86,0,0
2025-12-18,S01,P010,16,16,0,70,0,0
2025-12-19,S01,P010,22,22,0,48,0,0
2025-12-20,S01,P010,33,33,0,15,0,0
2025-12-21,S01,P010,19,15,0,0,1,0
2025-12-22,S01,P010,12,12,131,119,0,0
2025-12-23,S01,P010,14,14,0,105,0,0
2025-12-24,S01,P010,22,22,0,83,0,0
2025-12-25,S01,P010,17,17,0,66,0,0
2025-12-26,S01,P010,20,20,0,46,0,0
2025-12-27,S01,P010,23,23,0,23,0,0
2025-12-28,S01,P010,19,19,0,4,0,0
2025-12-29,S01,P010,8,8,131,127,0,0
2025-12-30,S01,P010,11,11,0,116,0,0
2025-12-31,S01,P010,16,16,0,100,0,0
2025-01-01,S01,P011,17,17,0,226,0,0
2025-01-02,S01,P011,18,18,0,208,0,0
2025-01-03,S01,P011,19,19,0,189,0,0
2025-01-04,S01,P011,17,17,0,172,0,0
2025-01-05,S01,P011,13,13,0,159,0,0
2025-01-06,S01,P011,9,9,0,150,0,0
2025-01-07,S01,P011,14,14,0,136,0,0
2025-01-08,S01,P011,14,14,0,122,0,0
2025-01-09,S01,P011,9,9,0,113,0,0
